SKY,FLT,DAMAGE,REPORTED_NAME,REMAINS_COLLECTED,BIRDS_SEEN,FAAREGION,REPORTED_DATE,EFFECT_OTHER,REMAINS_SENT,WARNED,INDICATED_DAMAGE,PRECIP,AOS,LOCATION,PHASE_OF_FLT,SPECIES,TYPE_ENG,DISTANCE,ATYPE,EFFECT,HEIGHT,NR_FATALITIES,TIME_OF_DAY,STATE,BIRDS_STRUCK,AC_MASS,AC_CLASS,OPERATOR,SIZE,INCIDENT_DATE,NR_INJURIES,COST_REPAIRS_INFL_ADJ,ENROUTE,RUNWAY,AIRPORT,COMMENTS,COST_OTHER_INFL_ADJ,REMARKS,NUM_ENGS,TIME,SPEED
Overcast,,Substantial (Civilian),Deleted,FALSE,,,,EMERGENCY LANDING,FALSE,N,TRUE,Rain,,"CHICO, CA",En Route,Ducks,Turboprop,,BE-99,Precautionary Landing,"3,500",,Day,,1,2,Airplane,AMERIFLIGHT,Medium,12/8/92 0:00,1,,CA,,UNKNOWN,SOURCE = xxxx-x & DAILY ALERT BULLETIN,"17,859",PILOT SUSTAINED POSSIBLE CONCUSSION  AND SKULL FRACTURE AFTER BIRD CAME THRU THE WINDSHLD OF AMERIFLT 5050 40 S OF CHICO. PILOT SQUAWKED EMERGENCY  CODE & LANDED AT CHICO WHERE HE WAS TAKEN TO THE HOSPITAL. HE HAD MINOR LACERATIONS AS WELL.,2,,180
Overcast,,None (Military),,FALSE,,AWP,12/8/92,,FALSE,N,FALSE,Rain,,,Landing Roll,Unknown bird - small,Turbofan,0,MD-80,None,0,,Night,CA,1,4,Airplane,AMERICAN AIRLINES,Small,12/8/92 0:00,,,,,ONTARIO INTL ARPT,DATE = POSTMARK,,no damage,2,,120
Some Cloud,,None (Military),Deleted,FALSE,,,12/8/92,,FALSE,,FALSE,,,,,Unknown bird - small,Turbofan,,MD-80,None,,,Night,,1,4,Airplane,1US AIRWAYS,Small,12/8/92 0:00,,,,,UNKNOWN,,,STRIKE WAS FOUND ON WALK-AROUND. INBOUND CREW NOT AWARE OF  STRIKE.,2,,
Some Cloud,,None (Military),Deleted,FALSE,,,12/8/92,,FALSE,N,FALSE,None,,,,Unknown bird - small,Turbofan,,DC-9,None,,,Day,,1,4,Airplane,HAWAIIAN AIR,Small,12/8/92 0:00,,,,,UNKNOWN,,,"ON PREFLT INSPN, NOTED BIRD RESIDUE ON L NOSE AREA. NO DAMAGE. NO  OBSERVATION OF ACTUAL STRIKE.",2,,
,,Uncertain (Civilian),Deleted,FALSE,,AEA,6/27/11,,FALSE,,TRUE,,,,Landing Roll,Unknown bird,Turbofan,0,MD-80,,0,,Night,NY,1,4,Airplane,1US AIRWAYS,,12/8/92 0:00,,,,31,LA GUARDIA ARPT,,,DMG TO NOSE CONE. #2 ENG INGESTED 1 BIRD.,2,18:15,
,,,Deleted,FALSE,,AWP,,,FALSE,,FALSE,,,,Take-off run,Unknown bird - medium,Turbofan,0,DC-9,,0,,Day,HI,1,4,Airplane,HAWAIIAN AIR,Medium,12/9/92 0:00,,,,26,HILO INTL ARPT,,,"# BIRDS NOT REPTD, ASSUME 1.",2,15:35,
,,Minor (Civilian),,FALSE,,AEA,,,FALSE,,TRUE,,,,Landing Roll,White-tailed deer,Reciprocating (Piston),0,C-152,,0,,Day,NY,1,1,Airplane,PRIVATELY OWNED,Large,12/9/92 0:00,,,,,BUFFALO AIRFIELD ARPT,SOURCE = ASIAS/AIDS DATABASE (xxxxxxxxxxxxxxG),,PILOT STRUCK A DEER ON LANDING R/O.,1,,
Some Cloud,,Substantial (Civilian),,FALSE,2-10,,,,FALSE,,TRUE,None,,"OPA LOCKA, FL",En Route,Turkey vulture,Reciprocating (Piston),,C-172,Precautionary Landing,"1,500",,Day,,1,1,Airplane,BUSINESS,Large,12/9/92 0:00,,,FL,,UNKNOWN,"SOURCE = TWO xxxx-x REPTS.OPERATOR = KNIGHT FLYERS, INC.",,FLATTENED LE OF L WING 3' FROM TIP. NO REPTD DIFFICULTY IN  HANDLING A/C. DAMAGE WILL REQUIRE MAJOR REPAIR.,1,,
Overcast,,Minor (Civilian),Deleted,FALSE,2-10,ACE,,,FALSE,N,TRUE,Fog,,,Climb,Ducks,Turbofan,,MU-300,Precautionary Landing,650,,Day,MO,2-10,2,Airplane,BUSINESS,Medium,12/9/92 0:00,,,,19,CHARLES B WHEELER DOWNTOWN ARPT,OPERATOR = HARMON INC.,,PILOT ADVSD MINIMUM DAMAGE TO WING. A/C RETD TO  SERVICE.,2,,150
No Cloud,,None (Military),Deleted,FALSE,2-10,AEA,12/9/92,,FALSE,,FALSE,None,,,Approach,Gulls,Turbofan,,B-737-200,None,100,,Dusk,NY,1,4,Airplane,1US AIRWAYS,Medium,12/9/92 0:00,,,,31,LA GUARDIA ARPT,SOURCE = xxxx-x & ARPT REPT (x/xx/xx UPDATED WITH ARPT REPT),,,2,16:45,160
,,<$50K (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,Y,TRUE,,,"Location inputed -  SHEPPARD AFB WICHITA FALLS MUNI, TX;  Date  -  12/09/1992;  ICAO -  KSPS;  REP ICAO -  KS[S;  MAJCOM -  AETC;  UNIT1 -  ;  UNIT2 -  ;  LL ROUTE -",Approach,,,,T-38A,,300,,Day,TX,1,,Airplane,MILITARY,Medium,12/9/92 0:00,,"1,964",,,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNI ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  RT ENGINE;  NUMBER OF BIRDS (S, F, or Z) -  S",,09:30,165
No Cloud,,None (Military),Deleted,FALSE,1,,,,FALSE,N,FALSE,None,,"40 SW MEMPHIS, TN",En Route,Unknown bird - large,Turboprop,,SAAB-340,Precautionary Landing,"6,000",,Night,,1,3,Airplane,NORTHWEST AIRLINES,Large,12/10/92 0:00,,,TN,,UNKNOWN,SOURCE = TWO xxxx-x REPTS.,,"CAPT SAW A LRG TAN BIRD OUT OF RT VIEWING SCAN, HEARD LOUD STRIKE  ON RT SIDE OF COCKPIT AROUND WINDSCREEN AREA, NOTIFIED MEM ATC,  ASKED FOR & RECVD PRIORITY HANDLLING & MADE PRECAUTIONARY  LANDING.  ALL LIGHTS WERE ON. NO VISIBLE DAMGAE.",2,,180
Some Cloud,,Substantial (Civilian),,FALSE,11-100,,,,FALSE,N,TRUE,None,,"HOLLYWOOD, FL",En Route,Unknown bird - large,Reciprocating (Piston),,C-172,,"1,500",,Day,,11-100,1,Airplane,BUSINESS,Large,12/10/92 0:00,,,FL,,UNKNOWN,OPERATOR = KNIGHT FLYERS,,LRG FLOCK. SMASHED LE L WING,1,,100
,818,Minor (Civilian),Deleted,FALSE,,FGN,,,FALSE,,TRUE,,,,Take-off run,Unknown bird - medium,Turbofan,0,DC-10-30,,0,,,,1,4,Airplane,UNITED AIRLINES,Medium,12/10/92 0:00,,,,,SYDNEY INTL ARPT,,,"ON CLIMB, ENG VIBRATED WHEN N1 WAS REDUCED BELOW 100%. CREW KEPT ENG AT 100% & DID NOT NOTICE ANY MORE VIBRATION. MX FOUND BIRD STRIKE THROUGH FAN STEM AREA IN #1 ENG. MX POPPED BLADES TO NORMAL POSITION.",3,,
Overcast,,None (Military),Deleted,FALSE,2-10,AEA,12/10/92,,FALSE,N,FALSE,None,,,Approach,Gulls,Turboprop,,DHC8 DASH 8,None,400,,Day,NY,1,3,Airplane,ALLEGHENY AIRLINES,Medium,12/10/92 0:00,,,,4,LA GUARDIA ARPT,,,NO DAMAGE TO WING.,2,08:16,130
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,Y,FALSE,,,"Location inputed -  SHEPPARD AFB WICHITA FALLS MUNI, TX;  Date  -  12/10/1992;  ICAO -  KSPS;  REP ICAO -  KSPS;  MAJCOM -  AETC;  UNIT1 -  ;  UNIT2 -  ;  LL ROUTE -",Approach,,,,T-38A,,300,,Day,TX,1,,Airplane,MILITARY,Medium,12/10/92 0:00,,,,,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNI ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  LT MAIN GEAR;  NUMBER OF BIRDS (S, F, or Z) -  S",,09:00,165
Overcast,,,,FALSE,,AEA,,,FALSE,Y,FALSE,None,,,Landing Roll,Gulls,Turbofan,0,DC-9,,0,,Day,VA,2-10,4,Airplane,NORTHWEST AIRLINES,Medium,12/11/92 0:00,,,,,NORFOLK INTL,DATE = POSTMARK,,UNKN IF ANY DAMAGE,2,,140
,,None (Military),Deleted,FALSE,,ANE,,,FALSE,N,FALSE,,,,Climb,Unknown bird - medium,Reciprocating (Piston),,PA-31 NAVAJO,,600,,Night,ME,1,2,Airplane,BUSINESS,Medium,12/11/92 0:00,,,,,PORTLAND INTL JETPORT (ME),OPERATOR = DOWNEAST BUSINESS BROKERS,,no damage,2,,100
,,,Deleted,TRUE,,ASO,,,FALSE,,FALSE,,,,,Doves,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Small,12/11/92 0:00,,,,17R,ORLANDO INTL,,,"AT 1745 LCL, FOUND DURING LIGHTING CHECK ON 17 @ G23.",,,
Some Cloud,,Substantial (Civilian),Deleted,FALSE,2-10,AWP,,,FALSE,N,TRUE,None,,,Approach,"Ducks, geese, swans",Turbofan,,B-737-500,,"6,000",,Night,CA,2-10,4,Airplane,SOUTHWEST AIRLINES,Large,12/11/92 0:00,,,,,SACRAMENTO INTL,,,DUCKS? #2 ENG INLET SUSTAINED 2 LG DENTS. A/C OUT OF SERVICE,2,,250
Overcast,,None (Military),Deleted,FALSE,,AEA,12/11/92,,FALSE,,FALSE,Rain,,,Take-off run,Gulls,Turbofan,0,B-727,None,0,,Day,VA,1,4,Airplane,DELTA AIR LINES,Medium,12/11/92 0:00,,,,23,NORFOLK INTL,,,NORFOLK TOWER SAW A/C HIT A GULL & ADVSD THE PILOT. PILOT HAD NO  INDICATIONS OF HITTING A GULL & REPTD NO DAMAGE.,3,,
No Cloud,,None (Military),Deleted,FALSE,,ASO,12/11/92,,FALSE,N,FALSE,None,,,Climb,Unknown bird - medium,Turbofan,,DA-20 FALCON,None,50,,Day,FL,1,3,Airplane,BUSINESS,Medium,12/11/92 0:00,,,,26,FORT LAUDERDALE EXECUTIVE ARPT,OPERATOR = ALLEGHENY & WESTERN ENERGY CORP.,,NO DAMAGE OR EFFECT ON FLT.,2,,
Overcast,,None (Military),Deleted,FALSE,11-100,AGL,12/11/92,,FALSE,Y,FALSE,Fog,,,Take-off run,Gulls,Turbofan,0,FOKKER F100,None,0,,Day,OH,1,4,Airplane,1US AIRWAYS,Medium,12/11/92 0:00,,,,6C,CLEVELAND-HOPKINS INTL ARPT,,,LIGHT RAIN & FOG. NOTAM WARNING. PART OF A/C STRUCK UNKN. NO  DAMAGE REPTD.,2,,
No Cloud,,None (Military),,FALSE,1,AWP,,,FALSE,N,FALSE,None,,,Landing Roll,American robin,Turbofan,0,B-737-300,,0,,Day,CA,1,4,Airplane,SOUTHWEST AIRLINES,Small,12/12/92 0:00,,,,,SAN DIEGO INTL,,,no damage,2,,100
No Cloud,,None (Military),Deleted,FALSE,1,AWP,,,FALSE,N,FALSE,None,,,Climb,Gulls,Turboprop,,BA-31 JETSTR,None,"1,800",,Day,CA,1,2,Airplane,WESTAIR COMMUTER,Medium,12/12/92 0:00,,,,,NORMAN Y. MINETA SAN JOSE INTL ARPT,,,no damage,2,,140
Overcast,,None (Military),Deleted,FALSE,,ANM,12/12/92,,FALSE,,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,B-737-200,None,500,,Night,UT,2-10,4,Airplane,SIERRA PACIFIC AIRLINES,Medium,12/12/92 0:00,,,,34L,SALT LAKE CITY INTL,SOURCE = xxxx-x & MISC SITUATION REPT.,,"FLT 709, HIT 3 BIRDS.  LANDED W/O FURTHER INCIDENT.  PILOT  REPORTS NO DAMAGE.",2,,160
,,,Deleted,TRUE,,ASO,,,FALSE,,FALSE,,,,,Brown thrasher,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Small,12/13/92 0:00,,,,18R,ORLANDO INTL,,,"AT 1745 LCL, REMAINS FOUND ON 18R NEAR 9000' REMAINING MARK.",,,
No Cloud,,None (Military),Deleted,FALSE,2-10,ASO,12/13/92,,FALSE,N,FALSE,None,,,Climb,Gulls,Turbofan,,B-727-200,None,750,,Day,FL,2-10,4,Airplane,AMERICAN AIRLINES,Medium,12/13/92 0:00,,,,26L,MIAMI INTL,,,no damage,3,,175
,,,,TRUE,,ASO,,,FALSE,,FALSE,,,,,Peregrine falcon,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Medium,12/14/92 0:00,,,,,PANAMA CITY - BAY COUNTY INTL,SOURCE = BIRD BANDING LAB,,BIRD BAND 98786161,,,
Overcast,,None (Military),Deleted,FALSE,2-10,ANE,12/15/92,,FALSE,Y,FALSE,None,,,Take-off run,Horned lark,Turboprop,0,SAAB-340,None,0,,Day,MA,2-10,3,Airplane,BUSINESS EXPRESS,Small,12/14/92 0:00,,,,,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,,,HIT 2.  NO DAMAGE.,2,,
,,None (Military),Deleted,FALSE,1,ANE,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,C-21A,,30,,Night,MA,1,,Airplane,MILITARY,Medium,12/14/92 0:00,,,,,LAURENCE G HANSCOM FIELD ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  C - 21 - ;  IMPACT -  NOSE STRUT;  NUMBER OF BIRDS (S, F, or Z) -  S",,05:00,125
No Cloud,,None (Military),,FALSE,,AWP,,,FALSE,N,FALSE,None,,,Landing Roll,Gulls,Turbofan,0,B-737-300,,0,,Day,CA,1,4,Airplane,1US AIRWAYS,Medium,12/15/92 0:00,,,,,SAN FRANCISCO INTL ARPT,,,no damage,2,,119
,,None (Military),Deleted,FALSE,,AEA,,,FALSE,,FALSE,,,,Take-off run,White-tailed deer,Turbofan,0,B-757-200,Aborted Take-off,0,,Night,PA,1,4,Airplane,UNKNOWN COMMERCIAL,Large,12/15/92 0:00,,,,27,PHILADELPHIA INTL,COMMERCIAL CARRIER ON CONTRACT WITH DOD TO HAUL MILITARY PERSONNEL OVERSEAS. (x/xx/xx UPDATED OPER),,FLT STRUCK A DEER ON DEPT ROLL AT 1916 LCL & ABTD T/O. NO DAMAGE  WAS REPTD & FLT RESEQUENCED FOR DEPTR.,2,,
Some Cloud,,None (Military),Deleted,FALSE,1,ASO,,,FALSE,N,FALSE,None,,,Approach,New World Vultures,Reciprocating (Piston),,PA-44 SEMINOLE,,550,,Day,FL,1,2,Airplane,UNKNOWN,Large,12/15/92 0:00,,,,,VERO BEACH MUNICIPAL,OPERATOR = ROBERT REXROAD,,no damage,2,,77
Overcast,,None (Military),Deleted,FALSE,,AGL,,,FALSE,N,FALSE,None,,,Approach,Canada goose,Turboprop,,BE-100 KING,,15,,Day,OH,2-10,2,Airplane,BUSINESS,Large,12/15/92 0:00,,,,,TOLEDO EXPRESS ARPT,OPERATOR = BRUT AIR INC,,"HIT 6 GEESE, NO DAMAGE. BIRDS REPTD AS GEESE, ASSUME CAGO FROM DATE AND LOCATION.",2,,150
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Short-eared owl,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,12/15/92 0:00,,,,,LIHUE ARPT,,,,,,
Overcast,,None (Military),Deleted,FALSE,1,ASW,12/15/92,,FALSE,Y,FALSE,None,,,Approach,Gulls,Turbofan,,B-737-300,None,,,Day,LA,1,4,Airplane,CONTINENTAL AIRLINES,Medium,12/15/92 0:00,,,,10,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,,,BIRD HIT A/C JUST ABOVE COCKPIT,2,,
Overcast,,None (Military),Deleted,FALSE,2-10,ASW,12/15/92,,FALSE,Y,FALSE,Rain,1,,Landing Roll,Doves,Turbofan,0,B-737-200,None,0,,Day,LA,2-10,4,Airplane,BUSINESS,Small,12/15/92 0:00,,,,19,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,OPERATOR = TACA AIRLINES,,,2,,
,,,Deleted,TRUE,,AEA,12/15/92,,FALSE,N,FALSE,,,,,Mourning dove,,0,UNKNOWN,,,,,PA,1,,,UNKNOWN,Small,12/15/92 0:00,,,,28C,PITTSBURGH INTL ARPT,(x/x/xx UPDATED EOF),,DAY. LRGE DOVE. NO KNOWN OR REPTD EFFECT ON ANY A/C OR FLT.,,,
,,,Deleted,TRUE,,AEA,12/15/92,,FALSE,N,FALSE,,,,,Rock pigeon,,0,UNKNOWN,,,,,PA,1,,,UNKNOWN,Small,12/15/92 0:00,,,,28L,PITTSBURGH INTL ARPT,(x/x/xx UPDATED EOF),,DAY. 1 DEAD PIGEON REMOVED.  NO KNOWN OR REEPORTED EFFECT ON ANY  A/C OR FLIGHT,,,
No Cloud,,None (Military),,FALSE,,ASO,,,FALSE,Y,FALSE,None,,,Landing Roll,Egrets,Reciprocating (Piston),0,C-402,,0,,Day,FL,2-10,2,Airplane,BUSINESS,Medium,12/16/92 0:00,,,,13,FORT LAUDERDALE EXECUTIVE ARPT,OPERATOR = LYNX AIR,,AS THE PILOT WAS FLARING HE HIT BIRDS ON R SIDE.  NO  DAMAGE.,2,,110
Overcast,,None (Military),Deleted,FALSE,11-100,ASW,12/16/92,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,B-737-200,None,250,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Medium,12/16/92 0:00,,,,17L,DALLAS/FORT WORTH INTL ARPT,,,,2,,135
Some Cloud,,Uncertain (Civilian),Deleted,FALSE,11-100,ASO,12/16/92,,FALSE,Y,TRUE,None,,,Approach,American crow,Reciprocating (Piston),,C-152,None,20,,Day,KY,1,1,Airplane,BUSINESS,Medium,12/16/92 0:00,,,,24,BOWMAN FIELD,OPERATOR = KENTUCKY FLYING SERVICE CORP,,EXTENT OF DAMAGE NOT REPTD. STANDING NOTAM ON BIRDS,1,,60
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,T-38A,,"1,700",,Day,TX,1,,Airplane,MILITARY,Medium,12/16/92 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  LOTS OF BLOOD-NO FEATHERS.;  AIRCRAFT -  T - 38 - ;  IMPACT -  FRONT WINDSCREEN;  NUMBER OF BIRDS (S, F, or Z) -  S",,09:30,300
,,None (Military),Deleted,FALSE,2-10,ASO,5/19/00,,FALSE,,FALSE,,,,Take-off run,,,0,C-130H,,0,,Day,MS,2-10,,Airplane,MILITARY,Medium,12/16/92 0:00,,,,,GULFPORT-BILOXI INTL APRT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  C - 130 - H;  IMPACT -  ;  NUMBER OF BIRDS (S, F, or Z) -  F",,,110
,,None (Military),,FALSE,,AGL,,,FALSE,,FALSE,,,,Landing Roll,White-tailed deer,Turboprop,0,ATR-42,,0,,Night,IL,1,3,Airplane,TRANS STATES AIRLINES,Large,12/17/92 0:00,,,,,GENERAL DOWNING-PEORIA INTL ARPT,SOURCE = ASIAS/AIDS DATABASE (xxxxxxxxxxxxxxC),,"ON LANDING R/O, A/C STRUCK A DEER.",2,,
Some Cloud,,None (Military),,FALSE,2-10,AWP,,,FALSE,N,FALSE,None,,,Landing Roll,Gulls,Turbofan,0,B-727-200,,0,,Day,CA,2-10,4,Airplane,DELTA AIR LINES,Medium,12/17/92 0:00,,,,,SAN FRANCISCO INTL ARPT,,,HIT A FLOCK OF GULLS. NO DAMAGE TO FLT 856,3,,120
No Cloud,,None (Military),Deleted,FALSE,1,ANE,,,FALSE,Y,FALSE,None,,,Landing Roll,Gulls,Turboprop,0,SHORTS 360,,0,,Night,RI,1,3,Airplane,NASHVILLE EAGLE,Medium,12/17/92 0:00,,,,,THEODORE FRANCIS GREEN STATE,,,NO VIS DAMAGE. BIRD REMAINS ON AILERON,2,,70
,,None (Military),,FALSE,1,AEA,12/17/92,,FALSE,N,FALSE,,,,Climb,Ducks,Turboprop,,SHORTS 360,None,50,,Night,PA,1,3,Airplane,ALLEGHENY AIRLINES,Medium,12/17/92 0:00,,,,,PHILADELPHIA INTL,DATE = POSTMARK,,NO DAMAGE TO FLT 3964,2,,120
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Climb,Unknown bird - medium,,,T-37B,,"1,700",,Dusk,TX,1,,,MILITARY,Medium,12/17/92 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 37 - B;  IMPACT -  RT WINDSCREEN;  NUMBER OF BIRDS (S, F, or Z) -  S",,17:45,200
,,None (Military),Deleted,FALSE,2-10,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,T-37B,,20,,Dusk,TX,2-10,,,MILITARY,Medium,12/17/92 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 37 - B;  IMPACT -  NOSE GEAR;  NUMBER OF BIRDS (S, F, or Z) -  F",,17:30,90
Overcast,,None (Military),,FALSE,,AGL,,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,Turbofan,,DC-9-10,None,"1,000",,Night,OH,1,4,Airplane,ABX AIR,Medium,12/18/92 0:00,,,,,AIRBORNE AIRPARK,,,"CREW HEARD NOISE AT  1000' ON FINAL. SUSPECTED BIRD STRIKE. COULD  NOT CONFIRM STRIKE. INSPCTD A/C, NO STRIKE OR DAMAGE NOTED.",2,,
,,None (Military),Deleted,FALSE,,ANE,,,FALSE,,FALSE,,,,Take-off run,Unknown bird - medium,Turbofan,0,B-727,,0,,Dawn,MA,1,4,Airplane,BUSINESS,Medium,12/18/92 0:00,,,,22R,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,PERATOR =  KEY  SOURCE = MISC SITUATION REPT,,"FLT 335,HAD A BIRD STRIKE ON DEPTR.  NO A/C DAMAGE REPTD.   A/C CONTD TO SAVANNAH GA.",3,,
No Cloud,,None (Military),Deleted,FALSE,,AWP,,,FALSE,,FALSE,None,,,Taxi,Unknown bird - small,Reciprocating (Piston),0,PA-31 NAVAJO,,0,,Night,CA,1,2,Airplane,ARGOSY AIRWAYS,Small,12/18/92 0:00,,,,,BOB HOPE ARPT,,,FLT 546 HAD NO DAMAGE. # OF BIRDS HIT NOT REPTD.,2,,
,,None (Military),Deleted,FALSE,,ANE,12/18/92,,FALSE,,FALSE,,,,Approach,Gulls,Turboprop,,SHORTS 360,,,,Night,RI,1,3,Airplane,NASHVILLE EAGLE,Medium,12/18/92 0:00,,,,34,THEODORE FRANCIS GREEN STATE,,,FLT 4987 STRUCK A GULL INBOUND AT 0505Z.  NO DAMAGE.   BIRD REMAINED IN THE L AILERON.,2,,
,,None (Military),Deleted,FALSE,,ASW,12/18/92,,FALSE,,FALSE,,,,Landing Roll,Unknown bird - medium,Turbofan,0,DC-9,,0,,Day,TX,1,4,Airplane,NORTHWEST AIRLINES,Medium,12/18/92 0:00,,,,18R,DALLAS/FORT WORTH INTL ARPT,,,"FLT 693, HAD A BIRD STRIKE.  NO RPTD DAMAGE.",2,,
No Cloud,,Uncertain (Civilian),Deleted,FALSE,1,AEA,12/18/92,,FALSE,N,TRUE,None,,,Approach,Gulls,Turboprop,,ATR-42,None,500,,Day,NJ,1,3,Airplane,EXPRESSJET (CONTINENTAL EXPRS),Medium,12/18/92 0:00,,,,29,NEWARK LIBERTY INTL ARPT,,,FLT 804. EXTENT OF ENG DAMAGE NOT RETPD.,2,,130
Overcast,,Uncertain (Civilian),Deleted,FALSE,1,ASW,12/21/92,,FALSE,Y,TRUE,None,72,,Approach,Unknown bird - large,Turboprop,,C-208,None,"1,500",,Night,LA,1,2,Airplane,BUSINESS,Large,12/18/92 0:00,,"10,715",,1,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,OPERATOR = MID ATLANTIC,"8,929","BIRD HIT 3' FROM RT WING TIP, THERE WAS DAMAGE BUT EXTENT NOT  REPTD",1,,160
No Cloud,,None (Military),,FALSE,11-100,ASO,,,FALSE,Y,FALSE,None,,,Approach,Ducks,Turboprop,,SAAB-340,None,300,,Dusk,NC,2-10,3,Airplane,NASHVILLE EAGLE,Medium,12/19/92 0:00,,,,5L,RALEIGH-DURHAM INTL,,,"# OF DUCKS HIT NOT REPTD, ASSUME 2-10. ATIS WARNING.",2,,130
No Cloud,,Minor (Civilian),Deleted,FALSE,,AWP,,,FALSE,Y,TRUE,None,,,Approach,Ducks,Turbofan,,B-737-300,,"2,500",,Night,CA,1,4,Airplane,SOUTHWEST AIRLINES,Medium,12/19/92 0:00,,,,,SACRAMENTO INTL,SOURCE = xxxx-x & AC INCIDENT REPTS.,,DENT TO RT LE OF WING.,2,,160
Overcast,,Minor (Civilian),Deleted,FALSE,11-100,ANE,,,FALSE,Y,TRUE,None,,,Landing Roll,Canada goose,Reciprocating (Piston),0,BE-58  BARON,None,0,,Day,CT,2-10,2,Airplane,BUSINESS,Large,12/19/92 0:00,,,,17,DANBURY MUNICIPAL ARPT,SOURCE = MISC SITUATION REPT. & xxxx-x REPT.OPERATOR = BEDFORD FLT SVC (UPDATED ENG CODE x/x/xx),,STRUCK 4 GEESE ON LANDING ROLL. PITOT TUBE WAS BENT & NOSE GEAR  DOOR WAS DENTED.,2,,85
,,None (Military),Deleted,FALSE,,AWP,5/19/00,,FALSE,,FALSE,,,,Landing Roll,,,0,EC-135,,0,,Night,HI,,,Helicopter,MILITARY,Medium,12/19/92 0:00,,,,,HONOLULU INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  FOUND ON POST FLIGHT.;  AIRCRAFT -  EC - 135 - ;  IMPACT -  RT MLG TRUCK;  NUMBER OF BIRDS (S, F, or Z) -",,23:49,0
No Cloud,,None (Military),Deleted,FALSE,2-10,AWP,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,DC-10-40,,20,,Day,CA,2-10,4,Airplane,NORTHWEST AIRLINES,Small,12/20/92 0:00,,,,,SAN FRANCISCO INTL ARPT,,,"HIT A FLOCK OF SMALL, WHITE BIRDS. NO DAMAGE. BLOOD ON A/C.",3,,150
Some Cloud,,None (Military),Deleted,FALSE,,AWP,,,FALSE,Y,FALSE,None,,,Approach,Unknown bird - small,Reciprocating (Piston),,C-210 CENTUR,,100,,Day,CA,1,1,Airplane,PRIVATELY OWNED,Small,12/21/92 0:00,,,,,PALO ALTO ARPT OF SANTA CLARA COUNTY,OPERATOR = JOE TUMMINMARO,,HAZE.,1,,80
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,Landing Roll,Barn owl,Turbofan,0,B-737-300,,0,,,HI,1,4,Airplane,ALOHA AIRLINES,Small,12/21/92 0:00,,,,,LIHUE ARPT,,,,2,,
,,,Deleted,TRUE,,ASO,,,FALSE,,FALSE,,,,,Mourning dove,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Small,12/21/92 0:00,,,,18R,ORLANDO INTL,,,"AT 1755 LCL, FOUND REMAINS ON 18R BTWN TWY B-6 & B-8.",,,
Overcast,,Minor (Civilian),,FALSE,1,ASO,,,FALSE,N,TRUE,None,,,Approach,Hawks,Turbofan,,DA-50 FALCON,,50,,Day,GA,1,3,Airplane,BUSINESS,Medium,12/21/92 0:00,,,,,DEKALB-PEACHTREE ARPT,OPERATOR = SERVICE CORP. INTL.,,DENTED L WING,3,,130
